10	8.33
16	11.62
26	17.01
40	24.88
64	36.90
100	57.03
159	89.30
252	139.04
399	222.42
631	352.70
1000	545.50
1585	911.40
2512	1323.00
3982	2230.00
6310	3661.00
10000	5600.00
